scenario,drifted_period,event_time,correlation_id,target_kind,target_value,fan_in_count,epoch_age_seconds,triggering_source_ip,ti_matched,signal_id_count,label
loud_burst,False,2026-07-08T12:40:56.616045+00:00,5a5ecec8-5ea3-46e2-850e-c8e43d2a644a,user,user_3291,12,105.71,203.0.113.227,False,2,1
loud_burst,False,2026-07-08T12:43:46.557091+00:00,0b327f9e-84c0-4966-a4b9-a30691b07cdc,user,user_3786,26,296.06,203.0.113.119,False,1,0
ambiguous_mid,False,2026-07-08T12:46:57.886636+00:00,7c5a24c4-db0e-4813-8334-5ace405ab6fc,user,user_3695,5,8101.18,203.0.113.4,False,2,1
loud_burst,False,2026-07-08T12:53:07.513400+00:00,26ded63d-5594-4fcf-b8d7-3af165ea6f24,user,user_1269,28,148.92,203.0.113.25,False,2,1
benign_quiet,False,2026-07-08T12:53:10.881108+00:00,ae5761e7-ed5d-4924-9c38-b3ec99c639f4,user,user_306,2,521.96,203.0.113.147,False,2,0
benign_slow_natural,False,2026-07-08T12:53:32.292110+00:00,6499d2f2-3f70-4e8d-8801-7008c39db762,user,user_3930,3,74687.28,203.0.113.214,False,1,0
ambiguous_mid,False,2026-07-08T12:56:19.744488+00:00,677075b0-a1cb-4210-b05b-08f52258e347,user,user_3050,7,10525.64,203.0.113.141,True,3,0
low_and_slow,False,2026-07-08T13:01:05.733556+00:00,546530d2-f262-4c84-b0fe-913c19ad2653,user,user_3320,15,43246.85,203.0.113.208,True,3,1
benign_slow_natural,False,2026-07-08T13:02:02.547673+00:00,64284295-a9ca-4da5-90c9-f74fae5901b3,user,user_3230,4,73357.18,203.0.113.148,,3,0
benign_shared_nat,False,2026-07-08T13:06:22.556920+00:00,56f3857e-d9c8-4465-a8d5-e56d4addc1fd,user,user_2408,5,17143.37,203.0.113.73,False,1,0
ambiguous_mid,False,2026-07-08T13:13:54.929244+00:00,357faad1-d982-4f46-91e3-701cfe7b7f0f,user,user_3474,6,,203.0.113.149,False,3,1
benign_slow_natural,False,2026-07-08T13:16:46.708987+00:00,d3c5e60a-c6bf-4c68-9797-925c3ad366ab,user,user_3595,2,78422.07,203.0.113.95,False,3,1
benign_shared_nat,False,2026-07-08T13:20:49.079963+00:00,83986648-0891-48e0-a9bb-38c943b21a43,user,user_1232,5,35835.98,203.0.113.144,False,1,0
benign_quiet,False,2026-07-08T13:30:51.057176+00:00,8bf06eb6-0f99-478b-ba62-02b4556fae03,user,user_373,2,3246.25,203.0.113.80,False,2,0
low_and_slow,False,2026-07-08T13:40:51.331491+00:00,48c9522f-b8e1-4a05-8a2d-3ee4ba336622,user,user_3847,8,46251.22,203.0.113.106,True,1,1
loud_burst,False,2026-07-08T13:42:25.483723+00:00,a1a31d18-9cf8-401d-a2f2-c0c49f7b7133,user,user_808,14,,203.0.113.199,True,1,1
low_and_slow,False,2026-07-08T13:50:15.671411+00:00,479898a9-4c6b-4bd9-a1aa-844a157b6589,user,user_2358,11,74174.43,203.0.113.57,True,2,1
benign_shared_nat,False,2026-07-08T13:50:38.079281+00:00,748ca463-7112-451d-9527-658c3326152e,user,user_3500,8,,203.0.113.203,False,3,0
ti_confirmed,False,2026-07-08T13:56:15.075698+00:00,742fe4a3-3b06-414b-94e0-66d69fe15226,user,user_4963,10,65751.14,203.0.113.181,True,2,1
benign_quiet,False,2026-07-08T13:59:23.296983+00:00,d6e253ce-8d3d-43ad-8adf-9f0ed620b275,user,user_3601,1,2336.17,203.0.113.186,False,3,0
benign_quiet,False,2026-07-08T14:04:52.830203+00:00,b443e863-016e-43e5-ae35-0b302d413ed8,user,user_3749,2,1045.94,203.0.113.1,False,1,0
benign_quiet,False,2026-07-08T14:08:21.395014+00:00,fdf62d9d-e2d0-46cb-9734-6c84d32f3ac6,user,user_877,2,253.39,203.0.113.39,False,3,0
ambiguous_mid,False,2026-07-08T14:14:15.611003+00:00,dd19da17-111e-4212-968d-6cad07c4ce8c,user,user_2027,4,14514.87,203.0.113.65,False,1,1
benign_shared_nat,False,2026-07-08T14:19:43.664926+00:00,c727cc87-e8b1-429f-97f6-d01fd01eaabd,user,user_4682,7,27972.0,203.0.113.68,False,3,0
loud_burst,False,2026-07-08T14:27:26.946005+00:00,c411997c-fee6-4ec6-86d4-069df11898dd,user,user_3342,,132.03,203.0.113.95,False,3,1
ti_confirmed,False,2026-07-08T14:30:21.238878+00:00,a78ab6e7-8179-4573-9ef1-b38587d3a3f8,user,user_3834,,67492.29,203.0.113.197,True,2,1
benign_shared_nat,False,2026-07-08T14:37:17.167104+00:00,4e7ae417-4caa-4ef4-981e-7e7f325b540f,user,user_2304,8,22136.46,203.0.113.45,False,3,0
benign_shared_nat,False,2026-07-08T14:42:56.997031+00:00,7c0bbe2c-0cfe-4ada-8759-cf8087a3d3d2,user,user_673,9,29178.21,203.0.113.54,False,3,0
benign_quiet,False,2026-07-08T14:47:21.224819+00:00,b62a6714-05eb-4307-852d-77f78a532ae8,user,user_3951,3,2950.73,203.0.113.69,False,3,0
low_and_slow,False,2026-07-08T14:50:27.616077+00:00,843eb607-cda0-493c-bb5b-5e785705b5b5,user,user_1233,14,43835.65,203.0.113.234,False,2,1
benign_quiet,False,2026-07-08T14:58:33.273770+00:00,c4cbfc4a-2595-4d44-b234-b1009eccf386,user,user_693,3,2007.71,203.0.113.248,,3,0
benign_quiet,False,2026-07-08T14:59:45.658409+00:00,217a161f-faa1-4f43-8e71-b144861ede8d,user,user_1177,,,203.0.113.151,False,2,0
benign_shared_nat,False,2026-07-08T15:00:32.537033+00:00,d7b11f8b-5046-479b-aa8a-b8865d343b1a,user,user_3307,7,17014.25,203.0.113.18,False,1,0
benign_quiet,False,2026-07-08T15:05:17.135346+00:00,312aa1e0-4f25-4949-8c21-af1a28372848,user,user_3511,3,246.36,203.0.113.167,False,2,0
benign_shared_nat,False,2026-07-08T15:08:23.216085+00:00,310c03f3-e7d5-4812-b501-d45167c8259c,user,user_2972,,33968.86,203.0.113.120,False,3,0
benign_quiet,False,2026-07-08T15:17:17.955415+00:00,595f9198-479b-400b-9fd7-18f20ebd0240,user,user_4165,2,113.35,203.0.113.1,False,1,0
benign_shared_nat,False,2026-07-08T15:23:18.488721+00:00,15846a1d-4fac-41e1-a784-3f38be6c9794,user,user_1936,6,15509.54,203.0.113.47,False,3,0
ti_confirmed,False,2026-07-08T15:30:38.853649+00:00,461e31af-2a87-4e8f-9c76-68b72694cf66,user,user_2374,6,44976.41,203.0.113.187,True,3,1
benign_quiet,False,2026-07-08T15:32:26.012062+00:00,9f5b19f6-c157-43c2-a270-dfc54cae39bf,user,user_3525,2,394.62,203.0.113.245,False,1,0
low_and_slow,False,2026-07-08T15:37:04.357572+00:00,d25258cf-ce10-4dbc-b4ee-0a9f2355c6a0,user,user_4719,21,21659.07,203.0.113.165,True,3,1
ti_confirmed,False,2026-07-08T15:41:10.310230+00:00,6bac4a0b-59d0-4638-b278-c054aa38e022,user,user_4662,4,36939.43,203.0.113.88,True,1,1
benign_slow_natural,False,2026-07-08T15:45:43.206121+00:00,660013a1-6e3b-4cfd-a092-d906e6416ad8,user,user_1525,3,55061.42,203.0.113.2,False,1,0
loud_burst,False,2026-07-08T15:51:04.907935+00:00,ce8d2b9e-dd93-4025-8dab-198005e2f322,user,user_1927,9,,203.0.113.219,False,3,1
ambiguous_mid,False,2026-07-08T15:54:01.796188+00:00,7965b25a-ec37-4426-9d81-612ccb5e9aa3,user,user_4359,4,17706.43,203.0.113.248,False,3,0
ti_confirmed,False,2026-07-08T15:56:53.152518+00:00,45f55599-0e9f-4e7b-8edd-e92f0a167f11,user,user_181,,22762.97,203.0.113.83,True,2,1
benign_quiet,False,2026-07-08T15:58:17.604509+00:00,d30984df-5902-4667-a537-ff1c0979992e,user,user_3333,3,2159.87,203.0.113.65,False,2,0
loud_burst,False,2026-07-08T16:06:43.744413+00:00,efbf9571-3eef-43da-be19-2d76110f9bce,user,user_2015,,98.28,203.0.113.172,True,2,1
benign_shared_nat,False,2026-07-08T16:10:33.153891+00:00,91e0194f-3c93-4914-afaa-12b875ebb635,user,user_154,7,25119.82,203.0.113.239,False,1,0
benign_quiet,False,2026-07-08T16:12:22.177337+00:00,2ce6ed14-0621-44e1-a45b-985a73a459b6,user,user_573,1,208.25,203.0.113.64,False,1,0
benign_shared_nat,False,2026-07-08T16:12:33.360428+00:00,003bbd74-b72e-4ce2-a7b4-aa401d71a088,user,user_4039,7,2847.56,203.0.113.82,False,3,0
benign_slow_natural,False,2026-07-08T16:13:59.856818+00:00,6affb13f-d15c-453b-b35b-f5898564e874,user,user_4573,4,,203.0.113.194,False,1,0
benign_quiet,False,2026-07-08T16:17:03.777686+00:00,d65fd200-cb17-48d2-89d9-c06da53ea2c0,user,user_810,2,400.19,203.0.113.232,False,2,0
benign_shared_nat,False,2026-07-08T16:19:56.400888+00:00,198c10ca-e3be-47e1-a91a-3a9a55c44006,user,user_563,7,12790.6,203.0.113.19,False,3,0
ambiguous_mid,False,2026-07-08T16:20:57.117480+00:00,7816f829-4c98-41c8-8af6-479a77c92f9c,user,user_1844,4,8131.54,203.0.113.140,False,3,1
low_and_slow,False,2026-07-08T16:24:20.073609+00:00,25305cd9-794d-4569-b3c4-3fa1f229b50e,user,user_4557,20,53239.9,203.0.113.199,True,1,1
ambiguous_mid,False,2026-07-08T16:26:00.294997+00:00,e4391726-3280-4e2a-ba8b-d8aa8f71194c,user,user_1309,4,9976.76,203.0.113.12,False,3,1
benign_shared_nat,False,2026-07-08T16:28:03.314934+00:00,474b5635-2f14-46c0-b7cb-1ffd6b544c25,user,user_4971,6,24857.52,203.0.113.172,False,2,0
benign_quiet,False,2026-07-08T16:28:18.680048+00:00,9c0377e9-b370-4feb-a31c-b52ab940d911,user,user_3447,,2763.54,203.0.113.228,False,1,0
ambiguous_mid,False,2026-07-08T16:30:33.577479+00:00,25f7adc1-0571-43c5-abf2-248f1c775a33,user,user_4267,7,,203.0.113.7,False,2,1
ti_confirmed,False,2026-07-08T16:30:46.528918+00:00,8ca4a0b1-32f4-4d31-8856-e11df20b2f47,user,user_326,5,,203.0.113.189,True,1,1
benign_quiet,False,2026-07-08T16:32:47.300694+00:00,e19a07c6-2964-4a1c-b763-f58b109d821e,user,user_2673,3,2525.44,203.0.113.63,,1,0
benign_shared_nat,False,2026-07-08T16:37:40.034104+00:00,cb046b64-2f6e-4f6e-afb5-575dd973de01,user,user_3054,5,14496.57,203.0.113.160,False,2,0
benign_slow_natural,False,2026-07-08T16:44:05.951888+00:00,0c056691-2f12-4a28-8c78-ba42dfd36841,user,user_1646,4,65309.57,203.0.113.46,False,3,0
benign_slow_natural,False,2026-07-08T16:58:20.270290+00:00,30002252-c527-4a62-b3b3-64490f8bad4d,user,user_3409,4,68172.16,203.0.113.127,False,2,0
benign_quiet,False,2026-07-08T17:11:15.708933+00:00,13ee83e3-daf6-4c3b-b6af-afbce11fd65e,user,user_3234,1,,203.0.113.213,False,3,0
benign_shared_nat,False,2026-07-08T17:18:53.400790+00:00,15a1dfc3-667f-4fc2-919e-a6c53bf19c17,user,user_4518,7,18176.96,203.0.113.34,False,3,0
ti_confirmed,False,2026-07-08T17:23:30.673934+00:00,33325f00-35ce-4588-85f7-df4b00d87a7c,user,user_4110,4,15492.43,203.0.113.117,True,2,1
ambiguous_mid,False,2026-07-08T17:28:24.476364+00:00,6a09e392-77cb-436a-adaf-06f8fba69b89,user,user_2271,5,5956.05,203.0.113.19,True,1,1
low_and_slow,False,2026-07-08T17:29:11.072623+00:00,dee24563-34b6-417a-afa8-a8c26411c40b,user,user_677,,72707.45,203.0.113.118,False,3,1
low_and_slow,False,2026-07-08T17:34:38.874825+00:00,44c97225-c00f-49bf-91e8-68912bc214f4,user,user_4603,7,29709.34,203.0.113.243,False,3,0
ti_confirmed,False,2026-07-08T17:37:01.918754+00:00,04de74d8-3cb3-4cdd-b401-93613be668d6,user,user_1649,7,13484.99,203.0.113.133,True,1,1
benign_slow_natural,False,2026-07-08T17:46:46.382070+00:00,9311295c-ec4b-4676-9442-cbc9d76b966d,user,user_4786,3,,203.0.113.84,False,3,0
low_and_slow,False,2026-07-08T17:51:03.514845+00:00,8f50ac3c-e90f-4461-85c9-8ee8343bffd3,user,user_2142,18,79008.48,203.0.113.209,False,3,1
ti_confirmed,False,2026-07-08T18:02:50.241953+00:00,4cfa2f7b-6fe9-4b58-82a5-e473059edbac,user,user_4732,,,203.0.113.71,True,3,1
ti_confirmed,False,2026-07-08T18:12:46.754695+00:00,028f80cd-94e7-4a82-8e00-37767c746048,user,user_1595,8,28407.84,203.0.113.43,True,1,1
benign_shared_nat,False,2026-07-08T18:16:18.329467+00:00,74eab4b4-fbf5-4f87-897f-e34717be3258,user,user_2170,6,5666.5,203.0.113.86,False,3,0
benign_shared_nat,False,2026-07-08T18:20:15.139175+00:00,51b16026-0d92-4274-b38c-446eb49605cf,user,user_528,9,7834.25,203.0.113.213,False,1,0
ti_confirmed,False,2026-07-08T18:23:05.500604+00:00,a24488a6-92de-4793-8b3d-dc165524042d,user,user_4481,2,413.85,203.0.113.251,True,2,0
ambiguous_mid,False,2026-07-08T18:24:11.462696+00:00,2b43d2b5-a3e9-4355-8de8-22bffa5f69fa,user,user_2670,7,14545.83,203.0.113.22,False,1,0
benign_quiet,False,2026-07-08T18:25:38.286401+00:00,49d3db88-d7e3-4fd9-bfbe-d14aead11b7c,user,user_3262,2,2190.46,203.0.113.142,False,3,0
ambiguous_mid,False,2026-07-08T18:29:39.138955+00:00,17cc4a73-66da-4168-bfbe-3217e403ad61,user,user_3325,7,16052.65,203.0.113.165,False,3,0
benign_slow_natural,False,2026-07-08T18:34:37.101774+00:00,76e31026-0b1e-49c3-8e90-24192ce227f8,user,user_1403,3,66870.49,203.0.113.185,False,2,0
ti_confirmed,False,2026-07-08T18:40:27.616490+00:00,3886c068-aa7c-44d7-9634-e10531f94290,user,user_1539,9,49244.65,203.0.113.198,True,1,1
ti_confirmed,False,2026-07-08T18:42:35.723282+00:00,800e069a-9fea-46b4-92bd-69e8cc1ccfce,user,user_2128,10,30116.7,203.0.113.165,True,1,1
ti_confirmed,False,2026-07-08T18:51:19.715830+00:00,23c70c27-94b1-4685-9613-b24c050629ff,user,user_1130,7,60837.2,203.0.113.97,True,1,1
loud_burst,False,2026-07-08T18:54:17.327095+00:00,9f1c7b37-3ef3-406c-aa36-654fa089070a,user,user_3946,26,75.59,203.0.113.96,False,2,1
low_and_slow,False,2026-07-08T18:54:47.303819+00:00,a1daec46-432a-47d3-9c70-67f4e29cb306,user,user_3107,18,17532.03,203.0.113.200,False,1,0
benign_shared_nat,False,2026-07-08T18:56:12.531280+00:00,273ce42e-0991-4c83-ba1a-b65cdff9a3f9,user,user_199,5,32423.9,203.0.113.116,False,1,0
ti_confirmed,False,2026-07-08T19:01:14.811628+00:00,6028f593-668b-4ceb-83c9-9ce8d24fe7a4,user,user_1217,7,11683.6,203.0.113.225,True,1,1
benign_shared_nat,False,2026-07-08T19:04:14.355866+00:00,364a104b-48fc-455f-8774-563721a4592e,user,user_4372,,29864.97,203.0.113.205,False,2,0
benign_slow_natural,False,2026-07-08T19:07:12.789490+00:00,f4693462-a0e0-49e7-92ba-6261faf2444d,user,user_4937,2,44250.15,203.0.113.141,False,1,0
benign_quiet,False,2026-07-08T19:07:16.341870+00:00,03be17dd-0f70-4a70-9353-58d45f7ac753,user,user_2055,,1365.85,203.0.113.222,False,1,0
benign_slow_natural,False,2026-07-08T19:10:01.580250+00:00,1c385edb-85f1-46b6-9062-b892d42b5f46,user,user_3591,4,80680.2,203.0.113.188,,2,0
benign_quiet,False,2026-07-08T19:10:06.697473+00:00,bea94d4a-2ed2-47da-ad0c-8effd1505fe6,user,user_2714,3,2018.09,203.0.113.207,False,2,0
ti_confirmed,False,2026-07-08T19:14:05.401740+00:00,cb7867d3-a412-417d-a991-8bdd6f2ca224,user,user_3593,2,1388.41,203.0.113.184,True,3,1
low_and_slow,False,2026-07-08T19:20:15.285243+00:00,e56333bc-0fd2-4d91-b65a-a3f9cf2b8513,user,user_2550,11,30056.17,203.0.113.122,True,2,1
benign_slow_natural,False,2026-07-08T19:21:09.327389+00:00,3a1cebef-b1dc-4686-8315-fe17bc6752ea,user,user_3024,3,48380.24,203.0.113.92,False,1,0
ambiguous_mid,False,2026-07-08T19:21:19.835864+00:00,adeabaed-2edd-4416-8100-a7c9ea6f56fe,user,user_3849,,11328.04,203.0.113.165,False,3,1
benign_quiet,False,2026-07-08T19:24:39.179024+00:00,51dc8ba0-86a2-4029-86c4-4a2173dfdf92,user,user_1616,3,852.28,203.0.113.78,False,1,0
loud_burst,False,2026-07-08T19:28:14.807515+00:00,8d395367-661b-4f2a-b803-d63aea713226,user,user_1977,19,96.04,203.0.113.25,True,2,1
benign_quiet,False,2026-07-08T19:29:28.549529+00:00,ad24a809-8df4-448b-b857-5cf4948ce554,user,user_285,3,2303.74,203.0.113.187,False,1,0
loud_burst,False,2026-07-08T19:31:21.138878+00:00,e27f82e7-48ad-4d29-a912-3ef70330fd4c,user,user_906,10,149.44,203.0.113.52,False,1,1
low_and_slow,False,2026-07-08T19:32:48.133164+00:00,9ff37586-45d6-43b6-b59c-acb4288574b7,user,user_3692,17,24722.51,203.0.113.73,False,2,0
ambiguous_mid,False,2026-07-08T19:34:51.807673+00:00,aecbf2c5-7a94-439c-b016-83cf0ac7959d,user,user_4241,5,2393.34,203.0.113.249,True,2,0
benign_shared_nat,False,2026-07-08T19:37:15.893728+00:00,12ecd096-4d38-4102-96db-339af21f20c4,user,user_1263,7,28458.7,203.0.113.193,False,3,0
benign_shared_nat,False,2026-07-08T19:38:22.762629+00:00,31337aa7-101a-4b16-8c34-0d0f211442b9,user,user_2767,6,10063.11,203.0.113.9,False,2,0
benign_quiet,False,2026-07-08T19:43:27.475003+00:00,99d9db78-e2b3-44f5-95a2-b77e77c05dbe,user,user_2819,1,325.69,203.0.113.47,,3,0
benign_shared_nat,False,2026-07-08T19:54:02.430162+00:00,b2c3f89f-0ed0-44da-8a3c-5a371db2c8bb,user,user_2518,6,22519.28,203.0.113.161,False,2,0
benign_shared_nat,False,2026-07-08T19:59:56.855853+00:00,4c4203a2-96c8-4439-8f5c-fd5e9cce66c5,user,user_3500,6,7521.57,203.0.113.85,False,3,0
low_and_slow,False,2026-07-08T20:03:51.459035+00:00,46c957f9-3d30-496c-b7f2-d650bebc348a,user,user_2663,12,27112.43,203.0.113.119,True,1,1
benign_shared_nat,False,2026-07-08T20:05:21.361738+00:00,3192cb72-435c-4813-8a35-758b98fa4e38,user,user_601,8,34598.45,203.0.113.53,False,2,0
loud_burst,False,2026-07-08T20:06:12.113246+00:00,8058de76-35f3-448b-8432-0b1cdb90f9ef,user,user_1244,29,191.88,203.0.113.2,True,3,1
low_and_slow,False,2026-07-08T20:10:57.661093+00:00,7f3a9caa-7aa4-4ba9-97ea-e07934ff6021,user,user_1564,22,28752.44,203.0.113.178,True,2,0
benign_quiet,False,2026-07-08T20:12:36.262828+00:00,8d1755c9-6436-49f4-aa34-6af997fa776a,user,user_974,1,2771.01,203.0.113.147,False,2,0
ti_confirmed,False,2026-07-08T20:15:31.321386+00:00,d7b8662c-80e2-4397-abee-a375a32b28d3,user,user_2129,9,17319.22,203.0.113.67,True,1,1
low_and_slow,False,2026-07-08T20:18:20.378081+00:00,158b289a-26a8-45e5-9ad5-b67d2e90fa02,user,user_1522,15,74878.67,203.0.113.45,False,1,0
benign_slow_natural,False,2026-07-08T20:30:13.727008+00:00,5f665096-64aa-4afb-ae70-fb992976b244,user,user_1506,3,33142.97,203.0.113.45,False,3,0
benign_quiet,False,2026-07-08T20:31:29.600404+00:00,108dfcf7-4e90-46d8-82b9-1e5a3c0a7756,user,user_1223,3,771.78,203.0.113.166,False,2,0
low_and_slow,False,2026-07-08T20:31:29.766812+00:00,69f2a3fd-862e-4a75-8294-5778399e2734,user,user_3052,7,14450.03,203.0.113.246,False,2,1
benign_shared_nat,False,2026-07-08T20:37:14.114773+00:00,e091c12e-b22a-46f7-89e1-c1bad6d48586,user,user_2122,5,35458.7,203.0.113.50,False,3,0
benign_quiet,False,2026-07-08T20:38:21.561776+00:00,4e59a42b-e138-4320-b0df-b5e2f1cca4bf,user,user_3274,1,2249.31,203.0.113.26,,2,0
benign_quiet,False,2026-07-08T20:40:14.587780+00:00,85fcec29-4c67-4887-b70a-758c1dfa8fd0,user,user_2717,2,3225.18,203.0.113.137,False,3,0
benign_quiet,False,2026-07-08T20:43:08.366418+00:00,4a61e3c1-f0bc-4a2d-813a-74a77ecd02ce,user,user_1030,3,2549.75,203.0.113.152,False,2,0
ambiguous_mid,False,2026-07-08T20:43:31.399788+00:00,2d20f493-0698-4592-8277-43dbddd244d9,user,user_1703,5,,203.0.113.92,False,2,0
ti_confirmed,False,2026-07-08T20:46:24.123065+00:00,f132761d-2551-4959-81bd-ce7770005551,user,user_614,9,,203.0.113.76,True,3,1
low_and_slow,False,2026-07-08T20:54:12.915635+00:00,1a98eb92-6965-4a25-b87e-0e04ac8956c7,user,user_2157,19,55807.95,203.0.113.249,False,3,1
benign_slow_natural,False,2026-07-08T20:57:04.167848+00:00,1b85e5c0-163c-406b-b44f-812554f50db0,user,user_1845,,51802.4,203.0.113.22,False,3,0
ti_confirmed,False,2026-07-08T21:01:52.446147+00:00,27a8d7fe-9297-4332-8d1c-9b6d966b949b,user,user_3691,10,16486.27,203.0.113.191,True,2,1
loud_burst,False,2026-07-08T21:06:03.012282+00:00,b3077f84-66de-4f4a-af76-d2eacdedab6b,user,user_4830,,123.55,203.0.113.242,False,2,1
benign_shared_nat,False,2026-07-08T21:10:57.036191+00:00,d6e29234-a1ec-4a30-8452-eadc5b6718db,user,user_3287,7,9767.95,203.0.113.171,False,1,0
benign_slow_natural,False,2026-07-08T21:10:59.970219+00:00,83b55a3a-49d4-4b29-9746-cc209dd3a984,user,user_2939,2,82047.72,203.0.113.80,False,1,0
benign_shared_nat,False,2026-07-08T21:19:51.159013+00:00,6d9f3f14-3042-4cb6-a09d-36c76fedf479,user,user_4351,6,8522.39,203.0.113.132,False,2,0
benign_quiet,False,2026-07-08T21:23:04.365921+00:00,0ba44b55-a188-48d2-8e2a-61c9f77a534f,user,user_3180,1,198.02,203.0.113.124,False,3,0
ambiguous_mid,False,2026-07-08T21:28:07.940782+00:00,6806dbc1-decb-400a-9950-ca7672a335ca,user,user_4772,7,12837.75,203.0.113.194,False,2,1
benign_shared_nat,False,2026-07-08T21:28:15.084903+00:00,c33cf8a1-99f7-4d55-9c51-89a24bb76ec4,user,user_980,8,26676.23,203.0.113.130,False,3,0
benign_shared_nat,False,2026-07-08T21:28:20.834319+00:00,02fc3459-e605-4023-824e-9c498eeb94d2,user,user_2378,,25440.98,203.0.113.135,False,2,0
benign_quiet,False,2026-07-08T21:34:20.715012+00:00,ceec7ff3-300d-449b-a381-f67ea8ca2cd7,user,user_4620,1,2448.35,203.0.113.85,,2,0
benign_slow_natural,False,2026-07-08T21:35:09.191311+00:00,49cd9380-bc08-4850-be4a-714802340c73,user,user_4758,,59684.88,203.0.113.29,False,2,0
benign_slow_natural,False,2026-07-08T21:37:43.875878+00:00,b0e82bb3-e83d-4fe1-9741-5092a6b27174,user,user_346,2,67962.56,203.0.113.233,False,3,0
benign_shared_nat,False,2026-07-08T21:39:54.433184+00:00,5fe4c228-580e-46d6-a305-052b2a2d6943,user,user_1518,7,17698.57,203.0.113.59,False,1,0
loud_burst,False,2026-07-08T21:40:24.405259+00:00,a2198ab8-f987-4adf-9634-f08e89519717,user,user_601,20,205.96,203.0.113.152,False,1,1
benign_slow_natural,False,2026-07-08T21:41:54.852907+00:00,cb7dd05f-9e31-45f4-a25d-5d4476d3911e,user,user_1244,2,55957.14,203.0.113.40,False,1,0
loud_burst,False,2026-07-08T21:44:59.917591+00:00,46c20cdb-99c9-4cdb-b002-418df098d851,user,user_4802,35,168.02,203.0.113.29,False,1,1
benign_shared_nat,False,2026-07-08T21:49:38.384586+00:00,4bbc71dc-0525-4482-92fe-4ecf495cc10a,user,user_3195,,,203.0.113.155,False,1,0
ambiguous_mid,False,2026-07-08T21:52:15.214350+00:00,1e2e16cc-4021-4a27-a449-c1caf895275f,user,user_4720,4,5307.54,203.0.113.26,False,1,1
benign_shared_nat,False,2026-07-08T22:02:55.504660+00:00,db22ead4-7af1-4ec4-b9a1-02b4238bf10d,user,user_2676,8,9478.61,203.0.113.141,False,1,0
low_and_slow,False,2026-07-08T22:05:42.970499+00:00,0a2762f7-8b3b-440a-84f8-bb3bb0dce607,user,user_3993,10,31674.27,203.0.113.37,True,1,1
loud_burst,False,2026-07-08T22:09:24.793306+00:00,6e3bb42b-e40e-4cf4-8b7a-368b1ce25577,user,user_3645,29,10.05,203.0.113.106,True,1,1
ti_confirmed,False,2026-07-08T22:09:34.499799+00:00,3eb5cd45-1495-4f1e-9b21-b7eec76290a2,user,user_2176,9,34789.33,203.0.113.54,True,2,1
loud_burst,False,2026-07-08T22:13:20.152002+00:00,6e901400-d9e8-4d41-98e5-c93d3aeb9b88,user,user_2148,26,151.04,203.0.113.159,False,3,1
loud_burst,False,2026-07-08T22:17:05.567938+00:00,75b57287-363a-4928-a5b3-4de179a92a3f,user,user_2000,,,203.0.113.18,False,2,1
benign_slow_natural,False,2026-07-08T22:17:48.281862+00:00,817bb37b-a964-45fb-be87-7c52977a2506,user,user_291,4,82708.72,203.0.113.4,False,1,0
loud_burst,False,2026-07-08T22:19:08.079213+00:00,1f33d1a7-f56b-486d-b76d-a9241acd88cf,user,user_3199,29,190.9,203.0.113.152,False,3,1
ambiguous_mid,False,2026-07-08T22:19:27.609720+00:00,aa93be7a-b433-43ec-afaf-20074e6ca044,user,user_1887,5,7926.93,203.0.113.218,False,3,0
ti_confirmed,False,2026-07-08T22:22:20.352742+00:00,353cb1f3-66c6-45a3-a7fb-3580a84e7e04,user,user_2498,7,33746.26,203.0.113.62,True,2,1
benign_shared_nat,False,2026-07-08T22:31:52.800595+00:00,7171dbb7-e600-4a1b-867b-87adf023c7d1,user,user_3628,7,,203.0.113.83,False,3,0
loud_burst,False,2026-07-08T22:38:48.795898+00:00,17fa39fe-08bb-42d2-b058-ba7847078ac8,user,user_4907,17,,203.0.113.58,False,3,1
ti_confirmed,False,2026-07-08T22:41:53.406437+00:00,9adf0d9d-f08d-4c19-8261-2368f77300e9,user,user_157,3,33191.1,203.0.113.107,True,1,1
ambiguous_mid,False,2026-07-08T22:44:14.519152+00:00,adece779-6d6e-454d-8e9a-3b9140268bfe,user,user_4494,6,6557.27,203.0.113.49,False,1,1
ambiguous_mid,False,2026-07-08T22:45:21.132918+00:00,8bf001a6-b807-4607-a079-b5889aa3eed8,user,user_4362,4,6896.79,203.0.113.216,False,2,1
benign_quiet,False,2026-07-08T22:45:43.184880+00:00,b749bc12-0f7d-43cf-9eaa-172b4259dda7,user,user_3697,1,2965.54,203.0.113.68,False,1,0
ti_confirmed,False,2026-07-08T22:46:19.228701+00:00,e59b6366-454a-4440-8243-0912b16f57a0,user,user_2745,8,2327.88,203.0.113.121,True,2,1
benign_quiet,False,2026-07-08T22:46:39.267197+00:00,1fbbd388-48bb-47f5-ade4-d3b285135816,user,user_382,1,742.87,203.0.113.38,False,2,0
benign_slow_natural,False,2026-07-08T22:47:15.463208+00:00,4bd4ae65-be38-4ea6-951e-f3ede15d8c21,user,user_4569,3,27610.81,203.0.113.42,False,3,0
benign_slow_natural,False,2026-07-08T22:54:11.533639+00:00,eb0ca8e7-a779-420b-817d-39d1773f55db,user,user_2680,3,72675.58,203.0.113.98,False,2,0
ambiguous_mid,False,2026-07-08T22:56:54.055218+00:00,d013f0a6-ea19-469f-8e1c-9cd536a0344f,user,user_900,,2932.11,203.0.113.10,False,1,0
